first_name;last_name;date_of_birth;year_of_birth;street_address;email;gender;region;campus;entry_level;year_of_entry;year_of_exit;study_lenght;level_of_exit;still_student;level;contratPro;speciality;compta_paymentType;compta_paid;compta_paymentDue;compta_relance
Johannah;Ede;15/04/1994;1994;0664 Mandrake Trail;johannahede@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2011;2015;4;M.ENG 1;false;;false;;Comptant;true;0;
Lila;Norfolk;06/01/1987;1987;87329 Continental Junction;lilanorfolk@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2004;2005;1;B.ENG 1;false;;false;;Comptant;true;0;
Fiann;Shallcrass;18/07/1999;1999;979 Melby Terrace;fiannshallcrass@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Comptant;false;4720;false
Ketty;Hawgood;12/11/1975;1975;2 Longview Street;kettyhawgood@supinfo.com;Male;Corse;Distanciel;B.ENG 3;2019;;3;;true;M.ENG 2;true;Systemes Reseaux et securité;OPCA;true;0;
Rutger;Blackey;26/05/2001;2001;0 Swallow Drive;rutgerblackey@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2019;2020;1;B.ENG 1;false;;false;;Comptant;true;0;
Karalee;Buckam;07/04/1986;1986;99 Luster Court;karaleebuckam@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;false;Intelligence Artificielle;Comptant;true;0;
Cleopatra;Brilleman;01/10/2002;2002;2 Stang Lane;cleopatrabrilleman@supinfo.com;Female;Occitanie;Distanciel;B.ENG 1;2019;;3;;true;B.ENG 3;false;;Comptant;true;0;
Elva;Leggitt;21/06/1980;1980;58530 Eggendart Drive;elvaleggitt@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2006;2008;2;B.ENG 2;false;;false;;Comptant;true;0;
Lind;Yanson;05/12/1983;1983;54 Dovetail Park;lindyanson@supinfo.com;Male;Corse;Distanciel;B.ENG 1;2006;2008;2;B.ENG 2;false;;false;;Comptant;true;0;
Jenda;MacRannell;02/09/1980;1980;2 Kenwood Point;jendamacrannell@supinfo.com;Female;Hauts-de-France;Distanciel;M.ENG 1;2010;2012;2;M.ENG 2;false;;false;;Comptant;true;0;
Salomon;Upcott;05/09/1991;1991;9248 Ryan Plaza;salomonupcott@supinfo.com;Male;Normandie;Caen;B.ENG 1;2013;2014;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Binny;Allkins;25/01/1997;1997;13827 Donald Junction;binnyallkins@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2015;2016;1;B.ENG 1;false;;false;;Comptant;true;0;
Auberon;Gladwin;02/02/1978;1978;90295 Crowley Street;auberongladwin@supinfo.com;Male;Grand Est;Distanciel;M.ENG 1;2010;2015;5;M.ENG 2;false;;false;;Comptant;true;0;
Ariel;Geering;14/08/1976;1976;7730 Oak Valley Place;arielgeering@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2000;2003;3;B.ENG 3;false;;false;;Comptant;true;0;
Estell;Beresfore;09/05/1982;1982;5 Oakridge Park;estellberesfore@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2017;2019;2;B.ENG 2;false;;false;;Comptant;true;0;
Broddie;Dhillon;09/04/1990;1990;8203 Graedel Center;broddiedhillon@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2006;2008;2;B.ENG 2;false;;false;;Comptant;true;0;
Obadiah;Skyppe;04/02/1984;1984;16 Fremont Point;obadiahskyppe@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2002;2006;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Brittni;Cowx;29/03/1979;1979;183 Doe Crossing Court;brittnicowx@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2017;;5;;true;M.ENG 2;true;Intelligence Artificielle;OPCA;true;0;
Dredi;Brehat;10/11/2001;2001;38183 Westport Hill;dredibrehat@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2017;;5;;true;M.ENG 2;true;Intelligence Artificielle;OPCA;true;0;
Kimbell;Hawson;10/03/1983;1983;5396 Shopko Drive;kimbellhawson@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2000;2003;3;B.ENG 3;false;;false;;Comptant;true;0;
Emera;Tristram;20/12/1988;1988;87 Sloan Trail;emeratristram@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2005;2010;5;M.ENG 2;false;;false;;Comptant;true;0;
Rutledge;O'Neill;23/12/1979;1979;31644 Porter Parkway;rutledgeo'neill@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;1999;2005;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Purcell;Zavittieri;16/03/1980;1980;637 Drewry Alley;purcellzavittieri@supinfo.com;Female;Corse;Distanciel;B.ENG 1;2012;2018;6;M.ENG 2;false;;false;;Comptant;true;0;
Marylin;Pesticcio;31/08/1988;1988;7862 Milwaukee Place;marylinpesticcio@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2006;2007;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Darill;Lambkin;10/01/2002;2002;889 Anniversary Terrace;darilllambkin@supinfo.com;Male;Grand Est;Distanciel;B.ENG 2;2018;;4;;true;M.ENG 2;true;Data Engineering;OPCA;true;0;
Omar;Yell;01/01/2000;2000;95 Colorado Place;omaryell@supinfo.com;Male;Normandie;Caen;B.ENG 1;2016;2018;2;B.ENG 2;false;;false;;Comptant;true;0;
Arley;Faulds;07/05/2000;2000;59 Bonner Lane;arleyfaulds@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2016;2020;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Alina;Paddeley;11/04/1988;1988;54765 2nd Road;alinapaddeley@supinfo.com;Male;Normandie;Caen;B.ENG 1;2013;2017;4;B.ENG 3;false;;false;;Comptant;true;0;
Barbette;Trewett;02/03/1994;1994;855 Sugar Park;barbettetrewett@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2012;2016;4;M.ENG 1;false;;false;;Comptant;true;0;
Rosalyn;Pasby;01/12/1990;1990;7946 Brentwood Street;rosalynpasby@supinfo.com;Male;Hauts-de-France;Distanciel;M.ENG 1;2016;2019;3;M.ENG 2;false;;false;;Comptant;true;0;
Evy;Agglione;24/05/1992;1992;844 Hovde Lane;evyagglione@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2010;2013;3;B.ENG 3;false;;false;;Comptant;true;0;
Francisco;Jobson;05/08/1981;1981;97901 Clyde Gallagher Street;franciscojobson@supinfo.com;Male;Normandie;Distanciel;B.ENG 1;1999;2000;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Mendy;Bowles;27/03/1982;1982;30649 Swallow Circle;mendybowles@supinfo.com;Male;Centre-Val de Loire;Distanciel;B.ENG 1;2006;2012;6;M.ENG 2;false;;false;;Comptant;true;0;
Alessandra;Guihen;22/01/1993;1993;39920 5th Junction;alessandraguihen@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2011;2016;5;M.ENG 1;false;;false;;Comptant;true;0;
Nealson;Ladbrooke;23/02/1986;1986;24063 Buell Pass;nealsonladbrooke@supinfo.com;Female;Centre-Val de Loire;Distanciel;B.ENG 1;2008;2010;2;B.ENG 2;false;;false;;Comptant;true;0;
Gannon;Pyle;17/10/1991;1991;06234 Thierer Court;gannonpyle@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2009;2012;3;B.ENG 3;false;;false;;Comptant;true;0;
Annabelle;Inchbald;05/03/1993;1993;21638 Marcy Park;annabelleinchbald@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2009;2010;1;B.ENG 1;false;;false;;Comptant;true;0;
Meagan;Jorgesen;31/12/1988;1988;8 Loftsgordon Pass;meaganjorgesen@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2006;2008;2;B.ENG 2;false;;false;;Comptant;true;0;
Billi;Dyter;26/08/1988;1988;241 Upham Trail;billidyter@supinfo.com;Female;Hauts-de-France;Distanciel;M.ENG 1;2011;2015;4;M.ENG 2;false;;false;;Comptant;true;0;
Agata;Crosson;29/06/1991;1991;5726 Northfield Place;agatacrosson@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2008;2010;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Darrin;Dawe;15/09/1987;1987;41 Katie Parkway;darrindawe@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2017;;5;;true;M.ENG 1;true;Systemes Reseaux et securité;OPCA;true;0;
Lynea;Jagson;17/10/2002;2002;3 Forest Run Hill;lyneajagson@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;true;Intelligence Artificielle;OPCA;true;0;
Karissa;Cristofol;11/05/2002;2002;63023 Morrow Parkway;karissacristofol@supinfo.com;Male;Normandie;Caen;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Comptant;true;0;
Grissel;Drinkwater;06/12/1993;1993;62 Little Fleur Junction;grisseldrinkwater@supinfo.com;Male;Occitanie;Distanciel;B.ENG 1;2010;2015;5;M.ENG 2;false;;false;;Comptant;true;0;
Bertina;Pettingall;20/08/1975;1975;91288 Rieder Way;bertinapettingall@supinfo.com;Female;Normandie;Caen;B.ENG 1;1992;1993;1;B.ENG 1;false;;false;;Comptant;true;0;
Lyssa;Shillabeer;27/08/1987;1987;982 Aberg Street;lyssashillabeer@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2009;2015;6;M.ENG 2;false;;false;;Comptant;true;0;
Ailbert;Waren;05/03/1989;1989;79969 Rieder Lane;ailbertwaren@supinfo.com;Male;Occitanie;Distanciel;B.ENG 1;2006;2007;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Morris;Acuna;20/08/1979;1979;1 Duke Street;morrisacuna@supinfo.com;Female;Centre-Val de Loire;Distanciel;B.ENG 1;1999;2005;6;M.ENG 2;false;;false;;Comptant;true;0;
Durand;Thurlby;20/08/1988;1988;6509 Di Loreto Alley;durandthurlby@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2006;2011;5;M.ENG 2;false;;false;;Comptant;true;0;
Fernandina;Lyokhin;04/08/1987;1987;2 Sachs Street;fernandinalyokhin@supinfo.com;Male;Normandie;Caen;B.ENG 1;2010;2015;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Salem;Lardier;24/01/1982;1982;6 Ramsey Plaza;salemlardier@supinfo.com;Female;Corse;Distanciel;B.ENG 1;2000;2001;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Blayne;Tregien;05/10/1985;1985;49 Debra Center;blaynetregien@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2006;2012;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Kathlin;Knill;20/05/1992;1992;72 Arrowood Lane;kathlinknill@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2010;2012;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Beitris;Lanktree;20/12/1979;1979;06432 Arrowood Drive;beitrislanktree@supinfo.com;Male;Centre-Val de Loire;Distanciel;B.ENG 1;1995;1999;4;M.ENG 1;false;;false;;Comptant;true;0;
Elana;Tozer;25/09/1993;1993;7 Ridgeway Lane;elanatozer@supinfo.com;Male;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2010;2013;3;B.ENG 3;false;;false;;Comptant;true;0;
Quentin;Boynes;08/04/1983;1983;6592 Parkside Point;quentinboynes@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2009;2011;2;B.ENG 2;false;;false;;Comptant;true;0;
Quinlan;Izen;06/06/2000;2000;49049 Jay Place;quinlanizen@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2018;2020;2;B.ENG 2;false;;false;;Comptant;true;0;
Kesley;Fasham;30/10/1997;1997;1 Luster Parkway;kesleyfasham@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2014;2017;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Lemuel;Grammer;27/10/1992;1992;3700 Melvin Street;lemuelgrammer@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2008;2011;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Conan;Pammenter;24/06/2002;2002;75 Katie Terrace;conanpammenter@supinfo.com;Female;Occitanie;Distanciel;B.ENG 1;2018;2019;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Sibeal;Tewelson;04/03/1987;1987;035 Schmedeman Terrace;sibealtewelson@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2003;2008;5;M.ENG 2;false;;false;;Comptant;true;0;
Olympe;Cosgry;26/08/1981;1981;36 Dorton Alley;olympecosgry@supinfo.com;Male;Corse;Distanciel;B.ENG 2;2018;;4;;true;M.ENG 2;true;Systemes Reseaux et securité;OPCA;true;0;
Emylee;Bernardos;15/01/1983;1983;75054 New Castle Plaza;emyleebernardos@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2004;2008;4;M.ENG 1;false;;false;;Comptant;true;0;
Dyan;Holtum;15/06/1996;1996;7 Mayfield Place;dyanholtum@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 3;2019;;3;;true;M.ENG 2;false;Data Engineering;Comptant;true;0;
Cassey;Riall;04/02/1979;1979;2914 Annamark Court;casseyriall@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2014;2020;6;M.ENG 2;false;;false;;Comptant;true;0;
Polly;Khrishtafovich;24/06/1982;1982;14 Sachs Avenue;pollykhrishtafovich@supinfo.com;Male;Normandie;Distanciel;B.ENG 1;2000;2005;5;M.ENG 2;false;;false;;Comptant;true;0;
Berthe;Bortolozzi;17/05/1994;1994;329 Toban Parkway;berthebortolozzi@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2017;2019;2;B.ENG 2;false;;false;;Comptant;true;0;
Donnamarie;Runcie;26/03/1996;1996;45052 Dayton Point;donnamarieruncie@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 3;2012;2015;3;M.ENG 2;false;;false;;Echelonnement;true;0;
Miltie;Molian;24/11/1992;1992;3857 Sloan Way;miltiemolian@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2010;2015;5;M.ENG 2;false;;false;;Comptant;true;0;
Konstantine;Breadmore;15/03/1976;1976;40862 Briar Crest Parkway;konstantinebreadmore@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;1997;2001;4;B.ENG 3;false;;false;;Echelonnement;true;0;
Patrizio;Fay;26/09/1985;1985;8 Pankratz Drive;patriziofay@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2001;2007;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Nissy;Gerson;06/05/1997;1997;70 Arkansas Center;nissygerson@supinfo.com;Male;Normandie;Caen;B.ENG 1;2014;2019;5;M.ENG 2;false;;false;;Comptant;true;0;
Antonius;MacNab;08/01/1982;1982;58186 Rowland Point;antoniusmacnab@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2010;2013;3;B.ENG 3;false;;false;;Comptant;true;0;
Morrie;Brewins;03/08/1992;1992;59 Arapahoe Lane;morriebrewins@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2011;2014;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Turner;Lambrook;29/08/1982;1982;2320 Aberg Avenue;turnerlambrook@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Echelonnement;false;489;false
Florinda;Poultney;27/10/1990;1990;30608 Commercial Circle;florindapoultney@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2006;2008;2;B.ENG 2;false;;false;;Comptant;true;0;
Gallagher;Melbourn;13/06/1986;1986;84105 Schurz Way;gallaghermelbourn@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2012;2017;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Analiese;Fitzackerley;19/07/1998;1998;9444 Ohio Parkway;analiesefitzackerley@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2016;;6;;true;M.ENG 2;true;Intelligence Artificielle;OPCA;true;0;
Cora;Doogan;11/09/1975;1975;449 Harper Lane;coradoogan@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2016;2020;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Essa;Lancley;02/08/1979;1979;27946 Hauk Crossing;essalancley@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2001;2002;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Tobiah;Schlagman;20/04/1987;1987;5340 Thompson Court;tobiahschlagman@supinfo.com;Male;Occitanie;Distanciel;B.ENG 1;2010;2016;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Lorene;Berendsen;24/09/2000;2000;4767 Delladonna Alley;loreneberendsen@supinfo.com;Female;Corse;Distanciel;B.ENG 1;2016;2017;1;B.ENG 1;false;;false;;Comptant;true;0;
Raimund;Bramich;02/12/1989;1989;76 Esch Street;raimundbramich@supinfo.com;Male;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2007;2012;5;M.ENG 2;false;;false;;Comptant;true;0;
Dilan;Munnery;19/09/1987;1987;31 Blaine Parkway;dilanmunnery@supinfo.com;Female;Corse;Distanciel;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Comptant;true;0;
Creigh;Rosekilly;01/09/1975;1975;031 Helena Pass;creighrosekilly@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2018;2019;1;B.ENG 1;false;;false;;Comptant;true;0;
Aprilette;Juleff;07/02/1993;1993;737 Fuller Lane;aprilettejuleff@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2010;2013;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Ashely;Yude;08/02/1990;1990;3052 Clemons Circle;ashelyyude@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2007;2008;1;B.ENG 1;false;;false;;Comptant;true;0;
Moshe;Leeds;08/10/1975;1975;2233 Crownhardt Street;mosheleeds@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;1996;2002;6;M.ENG 2;false;;false;;Comptant;true;0;
Jacenta;Prendeguest;03/11/1988;1988;5 Clemons Lane;jacentaprendeguest@supinfo.com;Male;Pays de la Loire;Distanciel;M.ENG 1;2015;2018;3;M.ENG 2;false;;false;;Comptant;true;0;
Flemming;Rockcliffe;28/11/1986;1986;6 Esker Junction;flemmingrockcliffe@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2003;2005;2;B.ENG 2;false;;false;;Comptant;true;0;
Free;Vairow;13/07/1981;1981;51136 Russell Terrace;freevairow@supinfo.com;Female;Normandie;Distanciel;M.ENG 1;2005;2009;4;M.ENG 2;false;;false;;Comptant;true;0;
Whitney;Whewill;11/04/1992;1992;1545 Granby Lane;whitneywhewill@supinfo.com;Female;Corse;Distanciel;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Comptant;true;0;
Mario;Kahn;05/09/1995;1995;497 Rigney Crossing;mariokahn@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2011;2017;6;M.ENG 2;false;;false;;Comptant;true;0;
Rhianon;Talman;04/11/1976;1976;01130 Farragut Trail;rhianontalman@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2009;2014;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Hoyt;Blight;21/06/1986;1986;49334 Heath Lane;hoytblight@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2004;2008;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Lowell;Garton;20/08/1996;1996;86936 Packers Lane;lowellgarton@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2013;2015;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Adelaida;Malyj;04/10/1989;1989;4201 Summit Circle;adelaidamalyj@supinfo.com;Female;Occitanie;Distanciel;B.ENG 1;2012;2017;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Cilka;Treswell;17/05/1975;1975;2727 Nelson Plaza;cilkatreswell@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;1994;1996;2;B.ENG 2;false;;false;;Comptant;true;0;
Sisile;Doale;21/03/2000;2000;7 Hallows Junction;sisiledoale@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2016;2018;2;B.ENG 1;false;;false;;Comptant;true;0;
Audi;Wanderschek;11/03/1985;1985;06397 Nova Alley;audiwanderschek@supinfo.com;Male;Nouvelle-Aquitaine;Distanciel;B.ENG 2;2012;2015;3;M.ENG 1;false;;false;;Comptant;true;0;
Chariot;Bothen;03/01/1993;1993;9 Colorado Hill;chariotbothen@supinfo.com;Male;Corse;Distanciel;B.ENG 1;2009;2010;1;B.ENG 1;false;;false;;Comptant;true;0;
Chase;Jakubovitch;10/07/1988;1988;9 Mifflin Center;chasejakubovitch@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;true;Systemes Reseaux et securité;OPCA;true;0;
Angel;Armiger;12/04/1999;1999;201 Oxford Way;angelarmiger@supinfo.com;Female;Centre-Val de Loire;Distanciel;B.ENG 1;2017;2019;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Blake;Vonasek;11/04/1983;1983;7956 Westport Court;blakevonasek@supinfo.com;Male;Nouvelle-Aquitaine;Distanciel;B.ENG 2;2014;2019;5;M.ENG 2;false;;false;;Comptant;true;0;
Norbert;Icom;04/02/1978;1978;61355 Forster Hill;norberticom@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;1996;2002;6;M.ENG 2;false;;false;;Comptant;true;0;
Marilee;Wooff;21/08/1994;1994;20 Warrior Parkway;marileewooff@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Echelonnement;false;7251;false
Elene;Okenden;05/12/1986;1986;4824 Homewood Point;eleneokenden@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2003;2006;3;B.ENG 2;false;;false;;Comptant;true;0;
Karna;Davidowich;07/02/1999;1999;80944 Forster Pass;karnadavidowich@supinfo.com;Female;Normandie;Caen;B.ENG 1;2015;2018;3;B.ENG 3;false;;false;;Comptant;true;0;
Mirelle;Yemm;25/09/1985;1985;113 Derek Circle;mirelleyemm@supinfo.com;Male;Corse;Distanciel;B.ENG 1;2001;2002;1;B.ENG 1;false;;false;;Comptant;true;0;
Madeline;Tweed;05/06/1975;1975;86055 Kingsford Road;madelinetweed@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;1992;1996;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Merl;Clissold;10/11/1993;1993;61 Northridge Junction;merlclissold@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2010;2016;6;M.ENG 2;false;;false;;Comptant;true;0;
Alikee;Zanicchelli;28/02/1985;1985;01571 Moulton Terrace;alikeezanicchelli@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2003;2005;2;B.ENG 2;false;;false;;Comptant;true;0;
Kelsey;Dunnion;02/07/1977;1977;7503 Jenna Alley;kelseydunnion@supinfo.com;Male;Pays de la Loire;Distanciel;M.ENG 1;2012;2017;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Debbie;Sacase;31/03/1984;1984;380 Gerald Avenue;debbiesacase@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2008;2011;3;B.ENG 3;false;;false;;Comptant;true;0;
Conn;Munnings;09/11/1999;1999;051 Columbus Junction;connmunnings@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2015;2017;2;B.ENG 2;false;;false;;Comptant;true;0;
Derrek;Jaze;28/01/1986;1986;11774 Bobwhite Avenue;derrekjaze@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2003;2005;2;B.ENG 2;false;;false;;Comptant;true;0;
Darlleen;Kellough;14/11/1991;1991;5192 Starling Pass;darlleenkellough@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2017;;5;;true;M.ENG 2;true;Intelligence Artificielle;OPCA;true;0;
Tracy;Aitchinson;26/01/2001;2001;508 Park Meadow Street;tracyaitchinson@supinfo.com;Male;Normandie;Caen;B.ENG 1;2017;2018;1;B.ENG 1;false;;false;;Comptant;true;0;
Alexei;Kording;19/10/1977;1977;348 Aberg Point;alexeikording@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 2;2017;2018;1;B.ENG 2;false;;false;;Comptant;true;0;
Boigie;Brambley;20/11/1977;1977;3 Gateway Avenue;boigiebrambley@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;1995;2000;5;M.ENG 2;false;;false;;Comptant;true;0;
Madelina;Turnpenny;01/01/1986;1986;15958 Everett Crossing;madelinaturnpenny@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2002;2006;4;M.ENG 1;false;;false;;Comptant;true;0;
Freeland;Farrell;01/07/1981;1981;37 International Plaza;freelandfarrell@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2005;2010;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Chevalier;Lanchbury;07/07/1997;1997;0395 Lien Street;chevalierlanchbury@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2013;2014;1;B.ENG 1;false;;false;;Comptant;true;0;
Thorstein;Snelgar;19/03/1988;1988;31 Dixon Hill;thorsteinsnelgar@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2006;2010;4;M.ENG 1;false;;false;;Comptant;true;0;
Dina;Smeeton;29/07/1988;1988;1016 Prentice Way;dinasmeeton@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2004;2006;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Cally;Woodgate;21/02/1986;1986;378 Coolidge Parkway;callywoodgate@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2003;2009;6;M.ENG 2;false;;false;;Comptant;true;0;
Morgan;MacCard;10/06/1978;1978;60 Steensland Circle;morganmaccard@supinfo.com;Female;Normandie;Caen;B.ENG 1;2000;2004;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Belita;Rodear;09/07/2000;2000;92 Pierstorff Parkway;belitarodear@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2016;2017;1;B.ENG 1;false;;false;;Comptant;true;0;
Brittani;Aartsen;19/02/1988;1988;75 Atwood Junction;brittaniaartsen@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2006;2011;5;M.ENG 2;false;;false;;Comptant;true;0;
Arie;Barbara;24/12/1975;1975;43 Dovetail Park;ariebarbara@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;1995;1996;1;B.ENG 1;false;;false;;Comptant;true;0;
Bendick;Ferrer;28/08/1999;1999;42 Dwight Road;bendickferrer@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2016;;6;;true;M.ENG 2;true;Intelligence Artificielle;OPCA;true;0;
Bertrando;MacDunleavy;13/12/1980;1980;6 Swallow Avenue;bertrandomacdunleavy@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;1998;1999;1;B.ENG 1;false;;false;;Comptant;true;0;
Norbie;Manger;13/09/1996;1996;62 Onsgard Park;norbiemanger@supinfo.com;Male;Corse;Distanciel;B.ENG 1;2013;2017;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Anthea;Tichelaar;17/06/1976;1976;2902 Prairie Rose Junction;antheatichelaar@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2007;2010;3;B.ENG 3;false;;false;;Comptant;true;0;
